m,TagName,
"2016-11-01 00:00:00","javascript","20389"
"2016-11-01 00:00:00","perl","365"
"2016-11-01 00:00:00","php","11872"
"2016-11-01 00:00:00","python","14126"
"2016-11-01 00:00:00","r","3543"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4354"
"2016-12-01 00:00:00","assembly","309"
"2016-12-01 00:00:00","c","2785"
"2016-12-01 00:00:00","c#","10630"
"2016-12-01 00:00:00","c++","5186"
"2016-12-01 00:00:00","delphi","251"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13745"
"2016-12-01 00:00:00","javascript","19635"
"2016-12-01 00:00:00","perl","335"
"2016-12-01 00:00:00","php","11351"
"2016-12-01 00:00:00","python","12963"
"2016-12-01 00:00:00","r","3138"
"2016-12-01 00:00:00","ruby","1624"
"2016-12-01 00:00:00","swift","3913"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2748"
"2017-01-01 00:00:00","c#","11644"
"2017-01-01 00:00:00","c++","5625"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","556"
"2017-01-01 00:00:00","java","14487"
"2017-01-01 00:00:00","javascript","21297"
"2017-01-01 00:00:00","perl","321"
"2017-01-01 00:00:00","php","12502"
"2017-01-01 00:00:00","python","14206"
"2017-01-01 00:00:00","r","3479"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4328"
"2017-02-01 00:00:00","assembly","300"
"2017-02-01 00:00:00","c","2711"
"2017-02-01 00:00:00","c#","11428"
"2017-02-01 00:00:00","c++","5145"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","548"
"2017-02-01 00:00:00","java","14485"
"2017-02-01 00:00:00","javascript","21090"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12386"
"2017-02-01 00:00:00","python","14714"
"2017-02-01 00:00:00","r","3667"
"2017-02-01 00:00:00","ruby","1616"
"2017-02-01 00:00:00","swift","4042"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2943"
"2017-03-01 00:00:00","c#","12931"
"2017-03-01 00:00:00","c++","6197"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17218"
"2017-03-01 00:00:00","javascript","23551"
"2017-03-01 00:00:00","perl","408"
"2017-03-01 00:00:00","php","13879"
"2017-03-01 00:00:00","python","17040"
"2017-03-01 00:00:00","r","4585"
"2017-03-01 00:00:00","ruby","1787"
"2017-03-01 00:00:00","swift","4602"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2833"
"2017-04-01 00:00:00","c#","11044"
"2017-04-01 00:00:00","c++","5845"
"2017-04-01 00:00:00","delphi","262"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15802"
"2017-04-01 00:00:00","javascript","21104"
"2017-04-01 00:00:00","perl","365"
"2017-04-01 00:00:00","php","12257"
"2017-04-01 00:00:00","python","15578"
"2017-04-01 00:00:00","r","4243"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3899"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2735"
"2017-05-01 00:00:00","c#","11927"
"2017-05-01 00:00:00","c++","5275"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","581"
"2017-05-01 00:00:00","java","16243"
"2017-05-01 00:00:00","javascript","22259"
"2017-05-01 00:00:00","perl","352"
"2017-05-01 00:00:00","php","12930"
"2017-05-01 00:00:00","python","16113"
"2017-05-01 00:00:00","r","4295"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4084"
"2017-06-01 00:00:00","assembly","238"
"2017-06-01 00:00:00","c","2335"
"2017-06-01 00:00:00","c#","11237"
"2017-06-01 00:00:00","c++","4659"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14529"
"2017-06-01 00:00:00","javascript","21446"
"2017-06-01 00:00:00","perl","310"
"2017-06-01 00:00:00","php","11618"
"2017-06-01 00:00:00","python","15928"
"2017-06-01 00:00:00","r","4427"
"2017-06-01 00:00:00","ruby","1409"
"2017-06-01 00:00:00","swift","4181"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11158"
"2017-07-01 00:00:00","c++","4998"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","652"
"2017-07-01 00:00:00","java","14041"
"2017-07-01 00:00:00","javascript","21478"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11643"
"2017-07-01 00:00:00","python","16835"
"2017-07-01 00:00:00","r","4566"
"2017-07-01 00:00:00","ruby","1517"
"2017-07-01 00:00:00","swift","4340"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2033"
"2017-08-01 00:00:00","c#","10915"
"2017-08-01 00:00:00","c++","4763"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","602"
"2017-08-01 00:00:00","java","13686"
"2017-08-01 00:00:00","javascript","21231"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11534"
"2017-08-01 00:00:00","python","16415"
"2017-08-01 00:00:00","r","4547"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4164"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c","2090"
"2017-09-01 00:00:00","c#","9823"
"2017-09-01 00:00:00","c++","4445"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12675"
"2017-09-01 00:00:00","javascript","18854"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10599"
"2017-09-01 00:00:00","python","15372"
"2017-09-01 00:00:00","r","4208"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3751"
"2017-10-01 00:00:00","assembly","326"
"2017-10-01 00:00:00","c","2757"
"2017-10-01 00:00:00","c#","10140"
"2017-10-01 00:00:00","c++","5190"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13896"
"2017-10-01 00:00:00","javascript","19668"
"2017-10-01 00:00:00","perl","332"
"2017-10-01 00:00:00","php","10687"
"2017-10-01 00:00:00","python","16849"
"2017-10-01 00:00:00","r","4516"
"2017-10-01 00:00:00","ruby","1292"
"2017-10-01 00:00:00","swift","3877"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2928"
"2017-11-01 00:00:00","c#","9717"
"2017-11-01 00:00:00","c++","5008"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14050"
"2017-11-01 00:00:00","javascript","19251"
"2017-11-01 00:00:00","perl","262"
"2017-11-01 00:00:00","php","10458"
"2017-11-01 00:00:00","python","16862"
"2017-11-01 00:00:00","r","4488"
"2017-11-01 00:00:00","ruby","1167"
"2017-11-01 00:00:00","swift","3649"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2188"
"2017-12-01 00:00:00","c#","8549"
"2017-12-01 00:00:00","c++","4433"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","521"
"2017-12-01 00:00:00","java","11903"
"2017-12-01 00:00:00","javascript","16849"
"2017-12-01 00:00:00","perl","235"
"2017-12-01 00:00:00","php","9040"
"2017-12-01 00:00:00","python","14859"
"2017-12-01 00:00:00","r","3705"
"2017-12-01 00:00:00","ruby","1014"
"2017-12-01 00:00:00","swift","3192"
"2018-01-01 00:00:00","assembly","251"
"2018-01-01 00:00:00","c","2202"
"2018-01-01 00:00:00","c#","9327"
"2018-01-01 00:00:00","c++","4726"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","539"
"2018-01-01 00:00:00","java","12284"
"2018-01-01 00:00:00","javascript","18783"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10021"
"2018-01-01 00:00:00","python","16153"
"2018-01-01 00:00:00","r","4187"
"2018-01-01 00:00:00","ruby","1157"
"2018-01-01 00:00:00","swift","3729"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2133"
"2018-02-01 00:00:00","c#","8532"
"2018-02-01 00:00:00","c++","4549"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","11969"
"2018-02-01 00:00:00","javascript","17121"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9048"
"2018-02-01 00:00:00","python","16224"
"2018-02-01 00:00:00","r","4488"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3388"
"2018-03-01 00:00:00","assembly","316"
"2018-03-01 00:00:00","c","2453"
"2018-03-01 00:00:00","c#","9727"
"2018-03-01 00:00:00","c++","5149"
"2018-03-01 00:00:00","delphi","219"
"2018-03-01 00:00:00","go","600"
"2018-03-01 00:00:00","java","13464"
"2018-03-01 00:00:00","javascript","19018"
"2018-03-01 00:00:00","perl","287"
"2018-03-01 00:00:00","php","9746"
"2018-03-01 00:00:00","python","17814"
"2018-03-01 00:00:00","r","5082"
"2018-03-01 00:00:00","ruby","1058"
"2018-03-01 00:00:00","swift","4032"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2170"
"2018-04-01 00:00:00","c#","9171"
"2018-04-01 00:00:00","c++","4644"
"2018-04-01 00:00:00","delphi","203"
"2018-04-01 00:00:00","go","615"
"2018-04-01 00:00:00","java","13400"
"2018-04-01 00:00:00","javascript","17862"
"2018-04-01 00:00:00","perl","252"
"2018-04-01 00:00:00","php","8845"
"2018-04-01 00:00:00","python","16874"
"2018-04-01 00:00:00","r","4711"
"2018-04-01 00:00:00","ruby","984"
"2018-04-01 00:00:00","swift","3555"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2350"
"2018-05-01 00:00:00","c#","9871"
"2018-05-01 00:00:00","c++","4671"
"2018-05-01 00:00:00","delphi","192"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13381"
"2018-05-01 00:00:00","javascript","17945"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9381"
"2018-05-01 00:00:00","python","17483"
"2018-05-01 00:00:00","r","4717"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3603"
"2018-06-01 00:00:00","assembly","201"
"2018-06-01 00:00:00","c","1826"
"2018-06-01 00:00:00","c#","8743"
"2018-06-01 00:00:00","c++","4077"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11731"
"2018-06-01 00:00:00","javascript","17110"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8364"
"2018-06-01 00:00:00","python","16726"
"2018-06-01 00:00:00","r","4468"
"2018-06-01 00:00:00","ruby","988"
"2018-06-01 00:00:00","swift","3127"
"2018-07-01 00:00:00","assembly","181"
"2018-07-01 00:00:00","c","1591"
"2018-07-01 00:00:00","c#","9367"
"2018-07-01 00:00:00","c++","3894"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11692"
"2018-07-01 00:00:00","javascript","17747"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8513"
"2018-07-01 00:00:00","python","17868"
"2018-07-01 00:00:00","r","4395"
"2018-07-01 00:00:00","ruby","939"
"2018-07-01 00:00:00","swift","3656"
"2018-08-01 00:00:00","assembly","175"
"2018-08-01 00:00:00","c","1669"
"2018-08-01 00:00:00","c#","9440"
"2018-08-01 00:00:00","c++","3886"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","702"
"2018-08-01 00:00:00","java","11246"
"2018-08-01 00:00:00","javascript","17785"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8444"
"2018-08-01 00:00:00","python","17678"
"2018-08-01 00:00:00","r","4086"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3559"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1826"
"2018-09-01 00:00:00","c#","8327"
"2018-09-01 00:00:00","c++","3717"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10666"
"2018-09-01 00:00:00","javascript","15953"
"2018-09-01 00:00:00","perl","203"
"2018-09-01 00:00:00","php","7636"
"2018-09-01 00:00:00","python","15959"
"2018-09-01 00:00:00","r","3741"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3127"
"2018-10-01 00:00:00","assembly","318"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9299"
"2018-10-01 00:00:00","c++","4285"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12452"
"2018-10-01 00:00:00","javascript","17328"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8099"
"2018-10-01 00:00:00","python","18077"
"2018-10-01 00:00:00","r","4335"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2512"
"2018-11-01 00:00:00","c#","8437"
"2018-11-01 00:00:00","c++","4322"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11651"
"2018-11-01 00:00:00","javascript","16103"
"2018-11-01 00:00:00","perl","233"
"2018-11-01 00:00:00","php","7041"
"2018-11-01 00:00:00","python","17927"
"2018-11-01 00:00:00","r","4213"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2182"
"2018-12-01 00:00:00","c#","7509"
"2018-12-01 00:00:00","c++","3538"
"2018-12-01 00:00:00","delphi","173"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10391"
"2018-12-01 00:00:00","javascript","14202"
"2018-12-01 00:00:00","perl","217"
"2018-12-01 00:00:00","php","6185"
"2018-12-01 00:00:00","python","15656"
"2018-12-01 00:00:00","r","3384"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2773"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2269"
"2019-01-01 00:00:00","c#","8708"
"2019-01-01 00:00:00","c++","3886"
"2019-01-01 00:00:00","delphi","213"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10975"
"2019-01-01 00:00:00","javascript","15962"
"2019-01-01 00:00:00","perl","260"
"2019-01-01 00:00:00","php","7125"
"2019-01-01 00:00:00","python","16878"
"2019-01-01 00:00:00","r","3935"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2893"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2043"
"2019-02-01 00:00:00","c#","8315"
"2019-02-01 00:00:00","c++","3710"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10936"
"2019-02-01 00:00:00","javascript","15619"
"2019-02-01 00:00:00","perl","249"
"2019-02-01 00:00:00","php","7230"
"2019-02-01 00:00:00","python","17465"
"2019-02-01 00:00:00","r","4235"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2668"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2368"
"2019-03-01 00:00:00","c#","8917"
"2019-03-01 00:00:00","c++","4398"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11974"
"2019-03-01 00:00:00","javascript","17260"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7741"
"2019-03-01 00:00:00","python","19819"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2935"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2417"
"2019-04-01 00:00:00","c#","9067"
"2019-04-01 00:00:00","c++","4357"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11102"
"2019-04-01 00:00:00","javascript","16097"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7150"
"2019-04-01 00:00:00","python","19751"
"2019-04-01 00:00:00","r","4590"
"2019-04-01 00:00:00","ruby","766"
"2019-04-01 00:00:00","swift","3057"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8987"
"2019-05-01 00:00:00","c++","4109"
"2019-05-01 00:00:00","delphi","167"
"2019-05-01 00:00:00","go","669"
"2019-05-01 00:00:00","java","11018"
"2019-05-01 00:00:00","javascript","16075"
"2019-05-01 00:00:00","perl","220"
"2019-05-01 00:00:00","php","6915"
"2019-05-01 00:00:00","python","18818"
"2019-05-01 00:00:00","r","4289"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3089"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1715"
"2019-06-01 00:00:00","c#","7564"
"2019-06-01 00:00:00","c++","3625"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9577"
"2019-06-01 00:00:00","javascript","14740"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5983"
"2019-06-01 00:00:00","python","17153"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3083"
"2019-07-01 00:00:00","assembly","185"
"2019-07-01 00:00:00","c","1741"
"2019-07-01 00:00:00","c#","8409"
"2019-07-01 00:00:00","c++","4247"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10775"
"2019-07-01 00:00:00","javascript","16054"
"2019-07-01 00:00:00","perl","235"
"2019-07-01 00:00:00","php","6619"
"2019-07-01 00:00:00","python","19650"
"2019-07-01 00:00:00","r","4186"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1538"
"2019-08-01 00:00:00","c#","7666"
"2019-08-01 00:00:00","c++","3262"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9029"
"2019-08-01 00:00:00","javascript","15139"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5806"
"2019-08-01 00:00:00","python","17941"
"2019-08-01 00:00:00","r","3938"
"2019-08-01 00:00:00","ruby","775"
"2019-08-01 00:00:00","swift","2525"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1995"
"2019-09-01 00:00:00","c#","7807"
"2019-09-01 00:00:00","c++","3758"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","614"
"2019-09-01 00:00:00","java","9607"
"2019-09-01 00:00:00","javascript","14798"
"2019-09-01 00:00:00","perl","198"
"2019-09-01 00:00:00","php","5537"
"2019-09-01 00:00:00","python","16804"
"2019-09-01 00:00:00","r","3928"
"2019-09-01 00:00:00","ruby","714"
"2019-09-01 00:00:00","swift","2554"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2468"
"2019-10-01 00:00:00","c#","8366"
"2019-10-01 00:00:00","c++","4812"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","631"
"2019-10-01 00:00:00","java","11137"
"2019-10-01 00:00:00","javascript","15906"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6022"
"2019-10-01 00:00:00","python","20352"
"2019-10-01 00:00:00","r","4371"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3100"
"2019-11-01 00:00:00","assembly","280"
"2019-11-01 00:00:00","c","2494"
"2019-11-01 00:00:00","c#","7979"
"2019-11-01 00:00:00","c++","4699"
"2019-11-01 00:00:00","delphi","169"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10257"
"2019-11-01 00:00:00","javascript","15656"
"2019-11-01 00:00:00","perl","217"
"2019-11-01 00:00:00","php","6073"
"2019-11-01 00:00:00","python","20503"
"2019-11-01 00:00:00","r","4274"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2132"
"2019-12-01 00:00:00","c#","7169"
"2019-12-01 00:00:00","c++","4176"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","611"
"2019-12-01 00:00:00","java","8957"
"2019-12-01 00:00:00","javascript","14217"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5211"
"2019-12-01 00:00:00","python","18004"
"2019-12-01 00:00:00","r","3734"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2034"
"2020-01-01 00:00:00","c#","7753"
"2020-01-01 00:00:00","c++","4188"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","645"
"2020-01-01 00:00:00","java","9856"
"2020-01-01 00:00:00","javascript","15925"
"2020-01-01 00:00:00","perl","164"
"2020-01-01 00:00:00","php","5869"
"2020-01-01 00:00:00","python","19848"
"2020-01-01 00:00:00","r","4129"
"2020-01-01 00:00:00","ruby","760"
"2020-01-01 00:00:00","swift","2885"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1970"
"2020-02-01 00:00:00","c#","7663"
"2020-02-01 00:00:00","c++","4053"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","654"
"2020-02-01 00:00:00","java","9967"
"2020-02-01 00:00:00","javascript","15650"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5618"
"2020-02-01 00:00:00","python","19901"
"2020-02-01 00:00:00","r","4662"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2747"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2464"
"2020-03-01 00:00:00","c#","7745"
"2020-03-01 00:00:00","c++","4612"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","649"
"2020-03-01 00:00:00","java","10999"
"2020-03-01 00:00:00","javascript","17451"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5641"
"2020-03-01 00:00:00","python","22517"
"2020-03-01 00:00:00","r","5104"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2898"
"2020-04-01 00:00:00","assembly","372"
"2020-04-01 00:00:00","c","3224"
"2020-04-01 00:00:00","c#","8542"
"2020-04-01 00:00:00","c++","6167"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","791"
"2020-04-01 00:00:00","java","12533"
"2020-04-01 00:00:00","javascript","20758"
"2020-04-01 00:00:00","perl","217"
"2020-04-01 00:00:00","php","6584"
"2020-04-01 00:00:00","python","27456"
"2020-04-01 00:00:00","r","6160"
"2020-04-01 00:00:00","ruby","759"
"2020-04-01 00:00:00","swift","3432"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3347"
"2020-05-01 00:00:00","c#","8538"
"2020-05-01 00:00:00","c++","6351"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","749"
"2020-05-01 00:00:00","java","11926"
"2020-05-01 00:00:00","javascript","21352"
"2020-05-01 00:00:00","perl","211"
"2020-05-01 00:00:00","php","6473"
"2020-05-01 00:00:00","python","29256"
"2020-05-01 00:00:00","r","5997"
"2020-05-01 00:00:00","ruby","693"
"2020-05-01 00:00:00","swift","3496"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2577"
"2020-06-01 00:00:00","c#","7853"
"2020-06-01 00:00:00","c++","5583"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10754"
"2020-06-01 00:00:00","javascript","19679"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5902"
"2020-06-01 00:00:00","python","26963"
"2020-06-01 00:00:00","r","5427"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3138"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2085"
"2020-07-01 00:00:00","c#","7766"
"2020-07-01 00:00:00","c++","5140"
"2020-07-01 00:00:00","delphi","192"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10392"
"2020-07-01 00:00:00","javascript","19772"
"2020-07-01 00:00:00","perl","175"
"2020-07-01 00:00:00","php","5913"
"2020-07-01 00:00:00","python","26138"
"2020-07-01 00:00:00","r","4928"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2976"
"2020-08-01 00:00:00","assembly","263"
"2020-08-01 00:00:00","c","1884"
"2020-08-01 00:00:00","c#","7026"
"2020-08-01 00:00:00","c++","4748"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9245"
"2020-08-01 00:00:00","javascript","17918"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4962"
"2020-08-01 00:00:00","python","22884"
"2020-08-01 00:00:00","r","4480"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2652"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2138"
"2020-09-01 00:00:00","c#","6422"
"2020-09-01 00:00:00","c++","3897"
"2020-09-01 00:00:00","delphi","171"
"2020-09-01 00:00:00","go","726"
"2020-09-01 00:00:00","java","8883"
"2020-09-01 00:00:00","javascript","16678"
"2020-09-01 00:00:00","perl","164"
"2020-09-01 00:00:00","php","4738"
"2020-09-01 00:00:00","python","21577"
"2020-09-01 00:00:00","r","4741"
"2020-09-01 00:00:00","ruby","511"
"2020-09-01 00:00:00","swift","2538"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2352"
"2020-10-01 00:00:00","c#","6161"
"2020-10-01 00:00:00","c++","4292"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8879"
"2020-10-01 00:00:00","javascript","16314"
"2020-10-01 00:00:00","perl","169"
"2020-10-01 00:00:00","php","4552"
"2020-10-01 00:00:00","python","22637"
"2020-10-01 00:00:00","r","5060"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2300"
"2020-11-01 00:00:00","assembly","373"
"2020-11-01 00:00:00","c","2678"
"2020-11-01 00:00:00","c#","5951"
"2020-11-01 00:00:00","c++","4282"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8412"
"2020-11-01 00:00:00","javascript","15409"
"2020-11-01 00:00:00","perl","149"
"2020-11-01 00:00:00","php","4588"
"2020-11-01 00:00:00","python","21987"
"2020-11-01 00:00:00","r","4792"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2148"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2631"
